bill,name,vote
S1M-2285,"Alexander, Ms Wendy",0
S1M-2340.1,"Alexander, Ms Wendy",0
S1M-2340,"Alexander, Ms Wendy",0
S1M-2344.1,"Alexander, Ms Wendy",0
S1M-2344,"Alexander, Ms Wendy",0
S1M-2347.3,"Alexander, Ms Wendy",0
S1M-2347.2,"Alexander, Ms Wendy",0
S1M-2347.1,"Alexander, Ms Wendy",0
S1M-2347,"Alexander, Ms Wendy",0
S1M-2354.1,"Alexander, Ms Wendy",0
S1M-2354.2,"Alexander, Ms Wendy",0
S1M-2354,"Alexander, Ms Wendy",0
S1M-2377.2,"Alexander, Ms Wendy",-1
S1M-2377.1,"Alexander, Ms Wendy",-1
S1M-2406.2,"Alexander, Ms Wendy",-1
S1M-2445.1,"Alexander, Ms Wendy",-1
S1M-2445,"Alexander, Ms Wendy",1
S1M-2444.2,"Alexander, Ms Wendy",-1
S1M-2444.3,"Alexander, Ms Wendy",-1
S1M-2444,"Alexander, Ms Wendy",1
S1M-2307,"Alexander, Ms Wendy",1
S1M-2488.5,"Alexander, Ms Wendy",-1
S1M-2488.6,"Alexander, Ms Wendy",-1
S1M-2488.2,"Alexander, Ms Wendy",-1
S1M-2488.3,"Alexander, Ms Wendy",-1
S1M-2488.1,"Alexander, Ms Wendy",-1
S1M-2488.4,"Alexander, Ms Wendy",-1
S1M-2488,"Alexander, Ms Wendy",1
S1M-2491.1,"Alexander, Ms Wendy",-1
S1M-2491,"Alexander, Ms Wendy",1
S1M-2489,"Alexander, Ms Wendy",1
S1M-2247.1,"Alexander, Ms Wendy",-1
S1M-2487.1,"Alexander, Ms Wendy",1
S1M-2487,"Alexander, Ms Wendy",1
S1M-2486.1,"Alexander, Ms Wendy",1
S1M-2486,"Alexander, Ms Wendy",1
S1M-2492.3,"Alexander, Ms Wendy",-1
S1M-2492.1,"Alexander, Ms Wendy",-1
S1M-2492,"Alexander, Ms Wendy",1
S1M-2276,"Alexander, Ms Wendy",1
S1M-2520.2,"Alexander, Ms Wendy",-1
S1M-2520.1,"Alexander, Ms Wendy",-1
S1M-2538.1,"Alexander, Ms Wendy",0
S1M-2538.3,"Alexander, Ms Wendy",0
S1M-2538,"Alexander, Ms Wendy",0
S1M-2541.1,"Alexander, Ms Wendy",1
S1M-2541,"Alexander, Ms Wendy",1
S1M-2545.2,"Alexander, Ms Wendy",1
S1M-2545,"Alexander, Ms Wendy",1
S1M-2546.1,"Alexander, Ms Wendy",-1
S1M-2546.2,"Alexander, Ms Wendy",-1
S1M-2555,"Alexander, Ms Wendy",1
S1M-2524.1,"Alexander, Ms Wendy",-1
S1M-2524,"Alexander, Ms Wendy",1
S1M-2578.2,"Alexander, Ms Wendy",-1
S1M-2578.1,"Alexander, Ms Wendy",-1
S1M-2578,"Alexander, Ms Wendy",1
S1M-2589,"Alexander, Ms Wendy",0
S1M-2582.2,"Alexander, Ms Wendy",1
S1M-2582,"Alexander, Ms Wendy",1
S1M-2577.1,"Alexander, Ms Wendy",1
S1M-2577,"Alexander, Ms Wendy",1
S1M-2606.2,"Alexander, Ms Wendy",1
S1M-2606,"Alexander, Ms Wendy",1
S1M-2274,"Alexander, Ms Wendy",1
S1M-2631.2,"Alexander, Ms Wendy",0
S1M-2631,"Alexander, Ms Wendy",0
S1M-2632.1,"Alexander, Ms Wendy",0
S1M-2632,"Alexander, Ms Wendy",0
S1M-2633.1,"Alexander, Ms Wendy",0
S1M-2633,"Alexander, Ms Wendy",0
S1M-2635.3,"Alexander, Ms Wendy",0
S1M-2635,"Alexander, Ms Wendy",0
S1M-2630.1,"Alexander, Ms Wendy",0
S1M-2630,"Alexander, Ms Wendy",0
S1M-2353,"Alexander, Ms Wendy",0
S1M-2649,"Alexander, Ms Wendy",0
S1M-2650,"Alexander, Ms Wendy",0
S1M-2656,"Alexander, Ms Wendy",1
S1M-2654,"Alexander, Ms Wendy",1
S1M-2703.1,"Alexander, Ms Wendy",0
S1M-2703.2,"Alexander, Ms Wendy",0
S1M-2703,"Alexander, Ms Wendy",0
S1M-2697.2,"Alexander, Ms Wendy",0
S1M-2697,"Alexander, Ms Wendy",0
S1M-2619,"Alexander, Ms Wendy",0
S1M-2742.1,"Alexander, Ms Wendy",-1
S1M-2742,"Alexander, Ms Wendy",1
S1M-2726.1,"Alexander, Ms Wendy",-1
S1M-2726,"Alexander, Ms Wendy",1
S1M-2675,"Alexander, Ms Wendy",1
S1M-S1M-2674,"Alexander, Ms Wendy",1
S1M-2830,"Alexander, Ms Wendy",1
S1M-2833.2,"Alexander, Ms Wendy",0
S1M-2833.1,"Alexander, Ms Wendy",0
S1M-2833,"Alexander, Ms Wendy",0
S1M-2839.1,"Alexander, Ms Wendy",0
S1M-2839,"Alexander, Ms Wendy",0
S1M-2838.2,"Alexander, Ms Wendy",0
S1M-2838.1,"Alexander, Ms Wendy",0
S1M-2838,"Alexander, Ms Wendy",0
S1M-2883.2,"Alexander, Ms Wendy",0
S1M-2883.1,"Alexander, Ms Wendy",0
S1M-2882.2,"Alexander, Ms Wendy",0
S1M-2882,"Alexander, Ms Wendy",0
S1M-2506,"Alexander, Ms Wendy",1
S1M-2919.1,"Alexander, Ms Wendy",-1
S1M-2919.2,"Alexander, Ms Wendy",-1
S1M-2919,"Alexander, Ms Wendy",1
S1M-2928,"Alexander, Ms Wendy",1
S1M-2941.2,"Alexander, Ms Wendy",-1
S1M-2941.1,"Alexander, Ms Wendy",-1
S1M-2941,"Alexander, Ms Wendy",1
S1M-2940.1,"Alexander, Ms Wendy",-1
S1M-2940,"Alexander, Ms Wendy",1
S1M-2945.2,"Alexander, Ms Wendy",1
S1M-2945,"Alexander, Ms Wendy",1
S1M-2946.2,"Alexander, Ms Wendy",1
S1M-2946,"Alexander, Ms Wendy",1
S1M-2982.1,"Alexander, Ms Wendy",0
S1M-2982.2,"Alexander, Ms Wendy",0
S1M-2983,"Alexander, Ms Wendy",0
S1M-2993.2,"Alexander, Ms Wendy",0
S1M-2993.1,"Alexander, Ms Wendy",0
S1M-2993,"Alexander, Ms Wendy",0
S1M-2994.1,"Alexander, Ms Wendy",0
S1M-2994.2,"Alexander, Ms Wendy",-1
S1M-2994,"Alexander, Ms Wendy",1
S1M-2855,"Alexander, Ms Wendy",1
S1M-3022.2,"Alexander, Ms Wendy",0
S1M-3022.3,"Alexander, Ms Wendy",0
S1M-3022.1,"Alexander, Ms Wendy",0
S1M-3021.2,"Alexander, Ms Wendy",0
S1M-3021.1,"Alexander, Ms Wendy",0
S1M-3021,"Alexander, Ms Wendy",0
S1M-3048.1,"Alexander, Ms Wendy",0
S1M-3048.2,"Alexander, Ms Wendy",0
S1M-3052.1,"Alexander, Ms Wendy",0
S1M-3052,"Alexander, Ms Wendy",0
S1M-3069,"Alexander, Ms Wendy",1
S1M-3070,"Alexander, Ms Wendy",1
S1M-3067.1,"Alexander, Ms Wendy",0
S1M-3067.2,"Alexander, Ms Wendy",0
S1M-3067,"Alexander, Ms Wendy",0
S1M-3078.1,"Alexander, Ms Wendy",-1
S1M-3078.2,"Alexander, Ms Wendy",-1
S1M-3098.1,"Alexander, Ms Wendy",0
S1M-3106.1,"Alexander, Ms Wendy",-1
S1M-3106.3,"Alexander, Ms Wendy",-1
S1M-3106,"Alexander, Ms Wendy",1
S1M-3103.1,"Alexander, Ms Wendy",-1
S1M-3103,"Alexander, Ms Wendy",1
S1M-3105.1,"Alexander, Ms Wendy",-1
S1M-3105.3,"Alexander, Ms Wendy",-1
S1M-3105,"Alexander, Ms Wendy",1
S1M-3150.1,"Alexander, Ms Wendy",-1
S1M-3150,"Alexander, Ms Wendy",1
S1M-3149.2,"Alexander, Ms Wendy",0
S1M-3149.1,"Alexander, Ms Wendy",-1
S1M-3149,"Alexander, Ms Wendy",1
S1M-3155.1.1,"Alexander, Ms Wendy",1
S1M-3155.1,"Alexander, Ms Wendy",1
S1M-3155.3,"Alexander, Ms Wendy",-1
S1M-3155,"Alexander, Ms Wendy",1
S1M-3162.1,"Alexander, Ms Wendy",-1
S1M-3154.3,"Alexander, Ms Wendy",1
S1M-3154,"Alexander, Ms Wendy",1
S1M-3153.2,"Alexander, Ms Wendy",1
S1M-3153,"Alexander, Ms Wendy",1
S1M-3165,"Alexander, Ms Wendy",1
S1M-3160.1,"Alexander, Ms Wendy",-1
S1M-3192.1,"Alexander, Ms Wendy",1
S1M-3192.2,"Alexander, Ms Wendy",-1
S1M-3194.2,"Alexander, Ms Wendy",1
S1M-3194,"Alexander, Ms Wendy",1
S1M-3204.2,"Alexander, Ms Wendy",1
S1M-3204.1,"Alexander, Ms Wendy",1
S1M-3204,"Alexander, Ms Wendy",1
S1M-3197.1,"Alexander, Ms Wendy",-1
S1M-3197.2,"Alexander, Ms Wendy",-1
S1M-3197,"Alexander, Ms Wendy",1
S1M-3211,"Alexander, Ms Wendy",1
S1M-3229.3,"Alexander, Ms Wendy",1
S1M-3229,"Alexander, Ms Wendy",1
S1M-3228.2,"Alexander, Ms Wendy",1
S1M-3228,"Alexander, Ms Wendy",1
S1M-3223,"Alexander, Ms Wendy",-1
S1M-3248.1,"Alexander, Ms Wendy",-1
S1M-3248.2,"Alexander, Ms Wendy",-1
S1M-3248,"Alexander, Ms Wendy",1
S1M-3244,"Alexander, Ms Wendy",1
S1M-3245,"Alexander, Ms Wendy",1
S1M-3256.1,"Alexander, Ms Wendy",-1
S1M-3256.2,"Alexander, Ms Wendy",-1
S1M-3256,"Alexander, Ms Wendy",1
S1M-3338.1,"Alexander, Ms Wendy",-1
S1M-3338.2,"Alexander, Ms Wendy",-1
S1M-3338,"Alexander, Ms Wendy",1
S1M-3350.2,"Alexander, Ms Wendy",-1
S1M-3350.1,"Alexander, Ms Wendy",-1
S1M-3350,"Alexander, Ms Wendy",1
S1M-3351.2,"Alexander, Ms Wendy",-1
S1M-3351.1,"Alexander, Ms Wendy",-1
S1M-3368.1,"Alexander, Ms Wendy",-1
S1M-3376.2,"Alexander, Ms Wendy",1
S1M-3376,"Alexander, Ms Wendy",1
S1M-3375.1,"Alexander, Ms Wendy",1
S1M-3375,"Alexander, Ms Wendy",1
S1M-3382.1,"Alexander, Ms Wendy",-1
S1M-3382.2,"Alexander, Ms Wendy",-1
S1M-3382,"Alexander, Ms Wendy",1
S1M-3379,"Alexander, Ms Wendy",1
S1M-2952,"Alexander, Ms Wendy",1
S1M-3085,"Alexander, Ms Wendy",0
S1M-3401.1,"Alexander, Ms Wendy",0
S1M-3322,"Alexander, Ms Wendy",1
S1M-3418.2,"Alexander, Ms Wendy",1
S1M-3418.1,"Alexander, Ms Wendy",-1
S1M-3418,"Alexander, Ms Wendy",1
S1M-3422.2,"Alexander, Ms Wendy",1
S1M-3422.1,"Alexander, Ms Wendy",-1
S1M-3422,"Alexander, Ms Wendy",1
S1M-3423.2,"Alexander, Ms Wendy",-1
S1M-3128,"Alexander, Ms Wendy",0
S1M-3386,"Alexander, Ms Wendy",0
S1M-3429,"Alexander, Ms Wendy",0
S1M-3450.2,"Alexander, Ms Wendy",0
S1M-3469.1,"Alexander, Ms Wendy",-1
S1M-3469,"Alexander, Ms Wendy",1
S1M-3477.2,"Alexander, Ms Wendy",-1
S1M-3477.1,"Alexander, Ms Wendy",-1
S1M-3477,"Alexander, Ms Wendy",1
S1M-3270,"Alexander, Ms Wendy",1
S1M-3507.1,"Alexander, Ms Wendy",1
S1M-3507,"Alexander, Ms Wendy",1
S1M-3511.2,"Alexander, Ms Wendy",1
S1M-3536.1,"Alexander, Ms Wendy",-1
S1M-3536.3,"Alexander, Ms Wendy",-1
S1M-3536,"Alexander, Ms Wendy",1
S1M-3541.2,"Alexander, Ms Wendy",-1
S1M-3541.1,"Alexander, Ms Wendy",-1
S1M-3541,"Alexander, Ms Wendy",1
S1M-3543.1,"Alexander, Ms Wendy",-1
S1M-3543.2,"Alexander, Ms Wendy",-1
S1M-3572,"Alexander, Ms Wendy",1
S1M-3534.1,"Alexander, Ms Wendy",-1
S1M-3534,"Alexander, Ms Wendy",1
S1M-3569.2,"Alexander, Ms Wendy",0
S1M-3569,"Alexander, Ms Wendy",0
S1M-3570.2,"Alexander, Ms Wendy",1
S1M-3570,"Alexander, Ms Wendy",1
S1M-3571.1,"Alexander, Ms Wendy",-1
S1M-3571.2,"Alexander, Ms Wendy",-1
S1M-3571,"Alexander, Ms Wendy",1
S1M-3608.1,"Alexander, Ms Wendy",-1
S1M-3608,"Alexander, Ms Wendy",1
S1M-3602.2,"Alexander, Ms Wendy",-1
S1M-3602.1,"Alexander, Ms Wendy",-1
S1M-3602,"Alexander, Ms Wendy",1
S1M-3643,"Alexander, Ms Wendy",1
S1M-3656,"Alexander, Ms Wendy",1
S1M-3650.2,"Alexander, Ms Wendy",1
S1M-3650,"Alexander, Ms Wendy",1
S1M-3641.2,"Alexander, Ms Wendy",1
S1M-3641,"Alexander, Ms Wendy",1
S1M-3649,"Alexander, Ms Wendy",1
S1M-3648.2,"Alexander, Ms Wendy",-1
S1M-3648,"Alexander, Ms Wendy",1
S1M-3640,"Alexander, Ms Wendy",1
S1M-3676,"Alexander, Ms Wendy",1
S1M-3671,"Alexander, Ms Wendy",0
S1M-3670,"Alexander, Ms Wendy",0
S1M-3678.1,"Alexander, Ms Wendy",0
S1M-3678.2,"Alexander, Ms Wendy",0
S1M-3678,"Alexander, Ms Wendy",0
S1M-3698.2,"Alexander, Ms Wendy",1
S1M-3698,"Alexander, Ms Wendy",1
S1M-3701,"Alexander, Ms Wendy",1
S1M-3702.1,"Alexander, Ms Wendy",-1
S1M-3702,"Alexander, Ms Wendy",1
S1M-3700.2,"Alexander, Ms Wendy",-1
S1M-3700.1,"Alexander, Ms Wendy",-1
S1M-3708.1.1,"Alexander, Ms Wendy",1
S1M-3396.1,"Alexander, Ms Wendy",-1
S1M-3396,"Alexander, Ms Wendy",1
S1M-3652,"Alexander, Ms Wendy",1
S1M-3728,"Alexander, Ms Wendy",1
S1M-3748.2,"Alexander, Ms Wendy",-1
S1M-3748.1,"Alexander, Ms Wendy",-1
S1M-3748,"Alexander, Ms Wendy",1
S1M-3760.3.1,"Alexander, Ms Wendy",0
S1M-3760.3.3,"Alexander, Ms Wendy",-1
S1M-3760.3.2,"Alexander, Ms Wendy",-1
S1M-3760.3,"Alexander, Ms Wendy",1
S1M-3760,"Alexander, Ms Wendy",1
S1M-3780,"Alexander, Ms Wendy",1
S1M-3818.1,"Alexander, Ms Wendy",-1
S1M-3818,"Alexander, Ms Wendy",0
S1M-3809.1,"Alexander, Ms Wendy",1
S1M-3809,"Alexander, Ms Wendy",1
S1M-3811.2,"Alexander, Ms Wendy",1
S1M-3811,"Alexander, Ms Wendy",1
S1M-3727.1,"Alexander, Ms Wendy",1
S1M-3727,"Alexander, Ms Wendy",1
S1M-3856,"Alexander, Ms Wendy",-1
S1M-3892,"Alexander, Ms Wendy",1
S1M-3879.1,"Alexander, Ms Wendy",1
S1M-3879,"Alexander, Ms Wendy",1
S1M-3880.2,"Alexander, Ms Wendy",1
S1M-3880,"Alexander, Ms Wendy",1
S1M-3680,"Alexander, Ms Wendy",1
S1M-3914.1,"Alexander, Ms Wendy",-1
S1M-3914.2,"Alexander, Ms Wendy",-1
S1M-3914,"Alexander, Ms Wendy",1
S1M-3730,"Alexander, Ms Wendy",0
S1M-3944.1,"Alexander, Ms Wendy",1
S1M-3944,"Alexander, Ms Wendy",1
S1M-3943.1,"Alexander, Ms Wendy",-1
S1M-3939,"Alexander, Ms Wendy",-1
S1M-3956.1,"Alexander, Ms Wendy",-1
S1M-3958.1,"Alexander, Ms Wendy",-1
S1M-3958,"Alexander, Ms Wendy",1
S1M-3959.1,"Alexander, Ms Wendy",-1
S1M-3778,"Alexander, Ms Wendy",1
S1M-3986.2,"Alexander, Ms Wendy",1
S1M-3986.1,"Alexander, Ms Wendy",-1
S1M-3986,"Alexander, Ms Wendy",1
S1M-3867.1,"Alexander, Ms Wendy",-1
S1M-3867,"Alexander, Ms Wendy",1
S1M-4012.6.1,"Alexander, Ms Wendy",0
S1M-4012.6.2,"Alexander, Ms Wendy",0
S1M-4012.6,"Alexander, Ms Wendy",1
S1M-4012.5,"Alexander, Ms Wendy",-1
S1M-4012,"Alexander, Ms Wendy",1
S1M-4039,"Alexander, Ms Wendy",0
S1M-4043,"Alexander, Ms Wendy",0
S1M-4057.1,"Alexander, Ms Wendy",-1
S1M-4057.2,"Alexander, Ms Wendy",-1
S1M-4057,"Alexander, Ms Wendy",1
S1M-4004,"Alexander, Ms Wendy",0
S1M-4064.2,"Alexander, Ms Wendy",-1
S1M-4064.1,"Alexander, Ms Wendy",-1
S1M-4064,"Alexander, Ms Wendy",1
S1M-1,"Baillie, Jackie",1
S1M-4.1,"Baillie, Jackie",-1
S1M-4.3,"Baillie, Jackie",-1
S1M-4,"Baillie, Jackie",1
S1M-5,"Baillie, Jackie",1
S1M-17,"Baillie, Jackie",1
S1M-29,"Baillie, Jackie",1
S1M-19.2,"Baillie, Jackie",-1
S1M-40.1,"Baillie, Jackie",1
S1M-40.2,"Baillie, Jackie",1
S1M-52.1,"Baillie, Jackie",-1
S1M-52,"Baillie, Jackie",1
S1M-2.4,"Baillie, Jackie",-1
S1M-2,"Baillie, Jackie",1
S1M-53.1,"Baillie, Jackie",-1
S1M-53.2,"Baillie, Jackie",-1
S1M-53.3,"Baillie, Jackie",-1
S1M-53.4,"Baillie, Jackie",-1
S1M-53,"Baillie, Jackie",1
S1M-60,"Baillie, Jackie",1
S1M-61,"Baillie, Jackie",1
S1M-67.1,"Baillie, Jackie",1
S1M-67,"Baillie, Jackie",1
S1M-68.1,"Baillie, Jackie",-1
S1M-68.2,"Baillie, Jackie",-1
S1M-68,"Baillie, Jackie",1
S1M-105.1,"Baillie, Jackie",-1
S1M-127.1,"Baillie, Jackie",-1
S1M-127,"Baillie, Jackie",1
S1M-131.1,"Baillie, Jackie",-1
S1M-131,"Baillie, Jackie",1
S1M-137,"Baillie, Jackie",-1
S1M-151.2,"Baillie, Jackie",1
S1M-151Mr,"Baillie, Jackie",1
S1M-154.2,"Baillie, Jackie",-1
S1M-160.1,"Baillie, Jackie",-1
S1M-163.1,"Baillie, Jackie",-1
S1M-171.2,"Baillie, Jackie",-1
S1M-172.1,"Baillie, Jackie",1
S1M-172,"Baillie, Jackie",1
S1M-186.1,"Baillie, Jackie",-1
S1M-186,"Baillie, Jackie",1
S1M-185.1,"Baillie, Jackie",-1
S1M-185.2,"Baillie, Jackie",-1
S1M-185,"Baillie, Jackie",1
S1M-230.2,"Baillie, Jackie",-1
S1M-230,"Baillie, Jackie",1
S1M-240.2,"Baillie, Jackie",-1
S1M-242.1,"Baillie, Jackie",-1
S1M-242.2,"Baillie, Jackie",1
S1M-242,"Baillie, Jackie",1
S1M-258.1,"Baillie, Jackie",-1
S1M-258.2,"Baillie, Jackie",-1
S1M-285.1,"Baillie, Jackie",-1
S1M-296.1,"Baillie, Jackie",-1
S1M-296.2,"Baillie, Jackie",-1
S1M-295.1,"Baillie, Jackie",-1
S1M-295,"Baillie, Jackie",1
S1M-314.1,"Baillie, Jackie",-1
S1M-314,"Baillie, Jackie",1
S1M-313.2,"Baillie, Jackie",-1
S1M-313.1,"Baillie, Jackie",-1
S1M-313,"Baillie, Jackie",1
S1M-316.1,"Baillie, Jackie",0
S1M-316.2,"Baillie, Jackie",0
S1M-316,"Baillie, Jackie",0
S1M-327.1,"Baillie, Jackie",1
S1M-327,"Baillie, Jackie",1
S1M-334.2,"Baillie, Jackie",-1
S1M-334.1Bill,"Baillie, Jackie",-1
S1M-334,"Baillie, Jackie",1
S1M-358.1,"Baillie, Jackie",-1
S1M-381,"Baillie, Jackie",-1
S1M-354.1,"Baillie, Jackie",-1
S1M-378,"Baillie, Jackie",0
S1M-383.3,"Baillie, Jackie",-1
S1M-383,"Baillie, Jackie",1
S1M-406.1,"Baillie, Jackie",-1
S1M-408.2,"Baillie, Jackie",-1
S1M-408,"Baillie, Jackie",1
S1M-430.1,"Baillie, Jackie",-1
S1M-430,"Baillie, Jackie",1
S1M-437.2,"Baillie, Jackie",0
S1M-437.1,"Baillie, Jackie",0
S1M-437,"Baillie, Jackie",0
S1M-455,"Baillie, Jackie",1
S1M-461.1,"Baillie, Jackie",-1
S1M-461.4,"Baillie, Jackie",-1
S1M-461,"Baillie, Jackie",1
S1M-482.1,"Baillie, Jackie",1
S1M-482,"Baillie, Jackie",1
S1M-483.1,"Baillie, Jackie",-1
S1M-483.2,"Baillie, Jackie",1
S1M-483,"Baillie, Jackie",1
S1M-486.1,"Baillie, Jackie",-1
S1M-486.2,"Baillie, Jackie",-1
S1M-508.2,"Baillie, Jackie",-1
S1M-508.1,"Baillie, Jackie",-1
S1M-510.1,"Baillie, Jackie",1
S1M-510,"Baillie, Jackie",1
S1M-509.1,"Baillie, Jackie",-1
S1M-509.2,"Baillie, Jackie",1
S1M-509,"Baillie, Jackie",1
S1M-498,"Baillie, Jackie",1
S1M-554ÑIrene,"Baillie, Jackie",-1
S1M-459.1,"Baillie, Jackie",-1
S1M-550.2,"Baillie, Jackie",-1
S1M-550.1,"Baillie, Jackie",-1
S1M-550,"Baillie, Jackie",1
S1M-569.1,"Baillie, Jackie",-1
S1M-569.2,"Baillie, Jackie",-1
S1M-586.1,"Baillie, Jackie",-1
S1M-517.1,"Baillie, Jackie",0
S1M-559,"Baillie, Jackie",1
S1M-610.1,"Baillie, Jackie",1
S1M-610,"Baillie, Jackie",1
S1M-607.2,"Baillie, Jackie",-1
S1M-639.1,"Baillie, Jackie",1
S1M-639,"Baillie, Jackie",1
S1M-638.1,"Baillie, Jackie",1
S1M-638,"Baillie, Jackie",1
S1M-642.1,"Baillie, Jackie",-1
S1M-532,"Baillie, Jackie",1
S1M-676.1,"Baillie, Jackie",1
S1M-676,"Baillie, Jackie",1
S1M-675.2,"Baillie, Jackie",-1
S1M-675.1,"Baillie, Jackie",0
S1M-675.4,"Baillie, Jackie",-1
S1M-675,"Baillie, Jackie",1
S1M-700.2,"Baillie, Jackie",1
S1M-700,"Baillie, Jackie",1
S1M-707.1,"Baillie, Jackie",1
S1M-707,"Baillie, Jackie",1
S1M-720.1,"Baillie, Jackie",-1
S1M-720.2,"Baillie, Jackie",1
S1M-720,"Baillie, Jackie",1
S1M-736.1,"Baillie, Jackie",1
S1M-736,"Baillie, Jackie",1
S1M-738.1,"Baillie, Jackie",1
S1M-738,"Baillie, Jackie",1
S1M-733.1,"Baillie, Jackie",-1
S1M-733,"Baillie, Jackie",1
S1M-778,"Baillie, Jackie",-1
S1M-637,"Baillie, Jackie",1
S1M-772,"Baillie, Jackie",0
S1M-792.2,"Baillie, Jackie",1
S1M-792,"Baillie, Jackie",1
S1M-790.2,"Baillie, Jackie",1
S1M-790,"Baillie, Jackie",1
S1M-793.1,"Baillie, Jackie",-1
S1M-793.2,"Baillie, Jackie",-1
S1M-793,"Baillie, Jackie",1
S1M-818.2,"Baillie, Jackie",0
S1M-818,"Baillie, Jackie",0
S1M-823.1,"Baillie, Jackie",0
S1M-823.2,"Baillie, Jackie",0
S1M-858.1,"Baillie, Jackie",-1
S1M-858.2,"Baillie, Jackie",-1
S1M-858,"Baillie, Jackie",0
S1M-868.1,"Baillie, Jackie",-1
S1M-868.2,"Baillie, Jackie",-1
S1M-868,"Baillie, Jackie",1
S1M-890.1.1,"Baillie, Jackie",1
S1M-890.1,"Baillie, Jackie",1
S1M-890,"Baillie, Jackie",1
S1M-888.1,"Baillie, Jackie",1
S1M-887.1,"Baillie, Jackie",-1
S1M-896.2,"Baillie, Jackie",0
S1M-896.1,"Baillie, Jackie",-1
S1M-896,"Baillie, Jackie",1
S1M-921.1,"Baillie, Jackie",-1
S1M-921.2,"Baillie, Jackie",-1
S1M-877,"Baillie, Jackie",1
S1M-966.1,"Baillie, Jackie",-1
S1M-905.1,"Baillie, Jackie",1
S1M-905,"Baillie, Jackie",1
S1M-1008.1,"Baillie, Jackie",1
S1M-1008,"Baillie, Jackie",1
S1M-1007.1,"Baillie, Jackie",-1
S1M-1007.2,"Baillie, Jackie",-1
S1M-1036,"Baillie, Jackie",1
S1M-786,"Baillie, Jackie",1
S1M-1027.1,"Baillie, Jackie",1
S1M-1027,"Baillie, Jackie",1
S1M-1026.2,"Baillie, Jackie",1
S1M-1026,"Baillie, Jackie",1
S1M-1065,"Baillie, Jackie",1
S1M-1051.2,"Baillie, Jackie",-1
S1M-1051.1,"Baillie, Jackie",-1
S1M-1092,"Baillie, Jackie",1
S1M-1091.1,"Baillie, Jackie",-1
S1M-1091.2,"Baillie, Jackie",-1
S1M-1091,"Baillie, Jackie",1
S1M-1072,"Baillie, Jackie",1
S1M-1147.2,"Baillie, Jackie",-1
S1M-1147.1,"Baillie, Jackie",-1
S1M-1147,"Baillie, Jackie",1
S1M-985.1,"Baillie, Jackie",-1
S1M-985,"Baillie, Jackie",1
S1M-1077,"Baillie, Jackie",1
S1M-1196.1,"Baillie, Jackie",0
S1M-1185,"Baillie, Jackie",0
S1M-1213.2,"Baillie, Jackie",-1
S1M-1213,"Baillie, Jackie",1
S1M-1216.2,"Baillie, Jackie",1
S1M-1216,"Baillie, Jackie",1
S1M-1215.1,"Baillie, Jackie",1
S1M-1215,"Baillie, Jackie",1
S1M-1217,"Baillie, Jackie",1
S1M-1238.2,"Baillie, Jackie",-1
S1M-1238.1,"Baillie, Jackie",-1
S1M-1238,"Baillie, Jackie",-1
S1M-1239.2,"Baillie, Jackie",1
S1M-1239,"Baillie, Jackie",1
S1M-1277.1,"Baillie, Jackie",-1
S1M-1277,"Baillie, Jackie",1
S1M-1275.1,"Baillie, Jackie",-1
S1M-1275,"Baillie, Jackie",1
S1M-1271.1,"Baillie, Jackie",0
S1M-1271.2,"Baillie, Jackie",0
S1M-1297.1,"Baillie, Jackie",-1
S1M-1299.2,"Baillie, Jackie",-1
S1M-1299.1,"Baillie, Jackie",-1
S1M-1299,"Baillie, Jackie",1
S1M-1303.2,"Baillie, Jackie",1
S1M-1303,"Baillie, Jackie",1
S1M-1301.1,"Baillie, Jackie",1
S1M-1301,"Baillie, Jackie",1
S1M-1305.1,"Baillie, Jackie",-1
S1M-1305.2,"Baillie, Jackie",-1
S1M-1305,"Baillie, Jackie",1
S1M-1320.2,"Baillie, Jackie",-1
S1M-1320.1,"Baillie, Jackie",-1
S1M-1320,"Baillie, Jackie",1
S1M-1324.2,"Baillie, Jackie",-1
S1M-1325.2,"Baillie, Jackie",-1
S1M-1345.3,"Baillie, Jackie",-1
S1M-1345.1,"Baillie, Jackie",-1
S1M-1345,"Baillie, Jackie",1
S1M-1356.1,"Baillie, Jackie",1
S1M-1356.2,"Baillie, Jackie",-1
S1M-1356,"Baillie, Jackie",1
S1M-1355.3,"Baillie, Jackie",1
S1M-1355,"Baillie, Jackie",1
S1M-1357.1,"Baillie, Jackie",-1
S1M-1357,"Baillie, Jackie",1
S1M-1354,"Baillie, Jackie",1
S1M-1373.1,"Baillie, Jackie",-1
S1M-1373.2,"Baillie, Jackie",-1
S1M-1373,"Baillie, Jackie",1
S1M-1400.1,"Baillie, Jackie",-1
S1M-1404.2,"Baillie, Jackie",0
S1M-1404.1,"Baillie, Jackie",0
S1M-1404,"Baillie, Jackie",0
S1M-1406.2,"Baillie, Jackie",0
S1M-1406,"Baillie, Jackie",0
S1M-1405.2,"Baillie, Jackie",0
S1M-1428,"Baillie, Jackie",1
S1M-1433.1,"Baillie, Jackie",-1
S1M-1434.1,"Baillie, Jackie",-1
S1M-1457.1,"Baillie, Jackie",-1
S1M-1457,"Baillie, Jackie",1
S1M-1448,"Baillie, Jackie",-1
S1M-1461.2,"Baillie, Jackie",1
S1M-1461,"Baillie, Jackie",1
S1M-1453.1,"Baillie, Jackie",1
