"","year","q7a","q7b","q7c","q7d","q102a","q102b","q102c","q102d","q102e","q102f","q102g","q104","q105","q106","q107","gender","age","degree","sei","ops","marital","q135","n"
"3691",1994,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,"Male  ",78,"Less than high school",43,32,1,650,6
"3692",1994,2,4,3,2,1,1,1,1,1,1,1,4,1,1,3,"Female",22,"Less than high school",25,42,1,610,3
"3693",1994,2,3,3,3,2,2,1,2,1,2,2,4,2,4,3,"Male  ",27,"High school          ",38,36,1,990,5
"3694",1994,3,2,2,2,8,2,2,2,2,2,2,1,1,1,3,"Female",83,"Less than high school",NA,NA,0,238,1
"3695",1994,2,2,2,2,1,2,1,2,1,2,2,2,1,1,3,"Male  ",67,"High school          ",56,55,1,1100,5
"3696",1994,2,3,2,3,1,1,1,2,1,2,2,4,1,8,2,"Female",51,"High school          ",32,30,1,600,3
"3697",1994,2,2,2,3,2,2,8,2,8,2,2,4,1,1,2,"Female",43,"Less than high school",25,42,1,600,5
"3698",1994,2,3,3,3,1,1,1,1,1,1,2,2,1,1,3,"Female",35,"More than high school",88,78,1,800,4
"3699",1994,3,3,3,2,1,1,1,8,1,8,8,4,1,1,2,"Female",42,"Less than high school",23,25,1,600,4
"3700",1994,2,2,2,2,1,1,1,1,2,2,2,4,1,1,2,"Female",52,"Less than high school",23,25,1,300,2
"3701",1994,2,3,2,2,1,1,1,1,1,2,2,4,2,1,4,"Male  ",41,"More than high school",43,32,1,1700,4
"3702",1994,2,3,2,2,1,2,1,2,1,2,2,3,1,2,2,"Female",19,"High school          ",NA,NA,0,450,3
"3703",1994,1,3,3,3,1,1,1,1,1,2,1,4,1,4,3,"Female",19,"High school          ",NA,NA,0,600,4
"3704",1994,2,3,3,3,1,1,1,2,1,1,2,4,1,1,2,"Female",36,"Less than high school",24,22,1,340,7
"3705",1994,2,3,3,2,1,1,1,1,1,1,1,4,4,4,3,"Female",36,"Less than high school",28,33,0,240,3
"3706",1994,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,"Male  ",66,"Less than high school",34,43,1,400,2
"3707",1994,3,3,2,2,1,1,1,2,1,1,1,4,1,1,4,"Male  ",48,"Less than high school",40,40,1,590,5
"3708",1994,3,2,2,1,1,2,1,2,1,2,2,4,4,1,2,"Male  ",64,"Less than high school",29,31,1,380,2
"3709",1994,2,3,2,3,1,1,1,1,1,1,1,4,1,1,2,"Male  ",43,"More than high school",51,52,1,800,5
"3710",1994,3,2,3,2,1,1,1,1,1,1,2,4,2,4,3,"Male  ",45,"Less than high school",34,43,1,800,7
"3711",1994,2,2,3,1,1,8,1,1,1,2,2,4,1,1,3,"Male  ",30,"Less than high school",30,31,1,310,4
"3712",1994,1,3,1,2,2,2,2,2,2,2,2,4,1,1,2,"Female",60,"High school          ",69,62,0,254,1
"3713",1994,3,2,1,1,1,1,1,1,1,1,1,4,1,1,2,"Male  ",36,"High school          ",30,31,1,480,5
"3714",1994,3,8,2,1,2,2,1,2,2,2,2,1,1,1,3,"Male  ",60,"Less than high school",40,40,1,500,5
"3715",1994,1,8,2,1,1,2,1,NA,1,2,2,3,1,8,2,"Female",30,"Less than high school",30,31,1,200,6
"3716",1994,8,8,2,8,2,2,1,2,1,2,2,4,1,4,2,"Male  ",68,"Less than high school",23,38,0,160,1
"3717",1994,2,3,3,2,1,2,1,1,1,2,2,3,1,1,4,"Male  ",19,"Less than high school",NA,NA,0,700,5
"3718",1994,4,2,1,1,2,2,8,2,2,2,2,8,1,1,2,"Female",71,"Less than high school",NA,NA,1,290,3
"3719",1994,3,2,1,1,1,2,1,1,1,1,1,4,1,1,2,"Male  ",45,"High school          ",46,46,1,450,4
"3720",1994,2,3,2,3,1,2,1,8,1,8,8,4,1,1,2,"Male  ",40,"High school          ",45,39,1,900,4
"3721",1994,3,3,2,1,1,1,1,1,1,1,2,4,3,1,3,"Male  ",26,"Less than high school",30,39,0,400,7
"3722",1994,1,3,2,2,1,1,1,1,1,2,2,4,1,1,2,"Male  ",32,"Less than high school",23,38,1,300,6
"3723",1994,4,8,1,1,1,1,1,1,1,2,2,4,1,8,3,"Male  ",55,"Less than high school",23,38,1,NA,4
"3724",1994,4,8,1,1,1,2,1,8,1,2,2,4,1,1,3,"Female",47,"Less than high school",23,38,1,700,9
"3725",1994,4,1,4,1,1,8,1,8,1,1,1,1,1,1,1,"Female",62,"Less than high school",NA,NA,0,350,1
"3726",1994,4,4,1,1,1,1,1,1,1,1,1,4,1,1,2,"Male  ",55,"More than high school",69,56,0,400,1
"3727",1994,3,2,1,1,1,1,1,1,1,1,1,4,2,1,3,"Male  ",41,"High school          ",27,20,1,400,1
"3728",1994,4,4,3,4,1,1,1,1,1,1,1,4,4,4,3,"Male  ",38,"Less than high school",30,20,0,NA,2
"3729",1994,2,3,2,2,1,2,1,2,1,2,1,3,1,3,2,"Male  ",25,"High school          ",28,33,1,700,4
"3730",1994,1,3,1,4,1,1,1,1,1,8,2,4,1,1,3,"Female",39,"High school          ",38,44,1,480,4
"3731",1994,4,3,3,2,1,1,1,1,1,1,2,4,1,4,4,"Male  ",44,"More than high school",53,46,1,1000,3
"3732",1994,2,3,3,2,1,1,1,1,1,1,1,4,3,2,3,"Male  ",53,"More than high school",43,32,1,1000,2
"3733",1994,2,2,3,3,1,1,1,2,1,1,2,4,3,1,2,"Female",54,"More than high school",66,57,1,650,2
"3734",1994,2,4,2,3,1,8,1,8,1,8,1,4,8,8,1,"Female",58,"Less than high school",32,30,0,170,1
"3735",1994,3,2,2,2,1,1,1,1,1,2,1,4,1,8,1,"Female",57,"High school          ",39,36,1,NA,2
"3736",1994,3,3,2,2,1,2,1,2,1,2,2,3,2,2,4,"Female",50,"More than high school",71,66,0,400,2
"3737",1994,3,2,2,2,1,1,1,1,1,1,1,4,1,1,3,"Male  ",45,"Less than high school",30,32,0,110,1
"3738",1994,3,2,2,2,2,2,2,2,1,2,2,4,1,1,2,"Female",58,"Less than high school",27,20,0,320,1
"3739",1994,2,3,2,3,1,1,1,1,1,1,1,4,1,1,1,"Male  ",51,"High school          ",30,34,1,350,4
"3740",1994,2,3,2,2,1,1,1,1,1,1,1,4,2,1,1,"Female",66,"Less than high school",40,40,1,600,2
"3741",1994,2,2,2,2,1,2,1,2,8,2,2,4,1,1,2,"Female",22,"High school          ",38,44,0,240,1
"3742",1994,3,2,4,2,1,1,1,1,1,1,1,4,1,1,3,"Female",32,"Less than high school",23,25,1,500,4
"3743",1994,3,3,2,3,1,1,1,1,1,1,1,4,1,1,3,"Male  ",60,"Less than high school",30,34,1,150,1
"3744",1994,2,8,3,2,1,1,1,1,1,8,2,3,2,1,1,"Female",42,"High school          ",39,33,1,700,5
"3745",1994,3,8,1,2,1,1,1,1,1,1,1,4,1,1,1,"Female",61,"High school          ",53,46,0,500,2
"3746",1994,2,2,2,2,1,2,1,8,1,NA,NA,4,1,4,2,"Male  ",33,"Less than high school",30,34,1,550,1
"3747",1994,1,3,2,2,1,2,1,1,1,8,2,2,1,1,1,"Male  ",44,"Less than high school",30,39,1,600,5
"3748",1994,3,1,1,1,1,1,1,1,1,1,1,4,2,1,3,"Male  ",45,"Less than high school",41,43,1,600,3
"3749",1994,3,2,2,2,1,1,1,1,1,1,1,4,1,1,3,"Male  ",27,"Less than high school",30,20,1,300,5
"3750",1994,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,"Male  ",60,"High school          ",38,36,1,950,2
"3751",1994,3,3,2,1,1,1,1,1,1,1,1,4,1,3,4,"Female",43,"Less than high school",37,24,1,400,2
"3752",1994,2,3,3,3,8,8,8,8,8,8,8,8,8,8,2,"Female",53,"High school          ",38,36,1,1100,7
"3753",1994,2,2,2,1,1,2,1,2,2,2,2,4,4,4,2,"Female",63,"Less than high school",27,35,1,500,2
"3754",1994,1,3,2,2,1,2,1,2,2,2,2,3,1,1,3,"Female",61,"High school          ",51,49,1,1200,5
"3755",1994,2,8,2,2,2,2,2,2,2,2,2,1,1,1,2,"Male  ",64,"High school          ",67,60,1,800,2
"3756",1994,2,3,2,2,1,2,1,8,1,2,2,2,1,8,2,"Female",69,"High school          ",43,32,1,450,2
"3757",1994,3,2,4,3,1,1,1,1,1,1,1,4,2,1,1,"Female",60,"Less than high school",51,55,1,300,2
"3758",1994,2,3,2,3,1,1,1,1,1,1,1,4,4,8,3,"Female",46,"More than high school",69,60,0,1100,1
"3759",1994,2,3,3,2,2,2,2,2,2,2,2,8,8,8,2,"Female",23,"High school          ",NA,NA,0,1000,5
"3760",1994,2,4,1,4,1,2,1,2,1,2,2,4,2,1,3,"Male  ",62,"High school          ",35,37,1,480,2
"3761",1994,3,2,2,2,2,2,2,2,2,2,2,4,1,1,1,"Female",34,"Less than high school",36,38,1,500,5
"3762",1994,3,3,1,1,1,2,1,2,1,1,2,4,2,1,2,"Male  ",73,"High school          ",54,46,1,520,2
"3763",1994,3,8,1,1,1,1,1,1,1,1,1,1,1,1,2,"Female",63,"Less than high school",NA,NA,1,310,2
"3764",1994,2,3,2,2,2,2,2,2,2,2,2,1,1,1,4,"Female",76,"Less than high school",27,20,0,300,1
"3765",1994,3,3,2,2,1,1,8,1,1,1,1,4,1,1,2,"Male  ",39,"High school          ",40,40,1,800,3
"3766",1994,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,"Female",37,"High school          ",40,38,1,500,3
"3767",1994,2,2,2,2,1,1,1,1,1,1,1,4,2,1,2,"Male  ",47,"High school          ",54,46,1,1000,4
"3768",1994,3,2,1,2,1,8,8,8,8,8,8,1,1,1,3,"Female",60,"Less than high school",43,32,0,1250,6
"3769",1994,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,"Female",70,"Less than high school",23,38,1,420,6
"3770",1994,3,8,2,2,2,2,2,2,2,2,2,4,1,1,1,"Male  ",27,"High school          ",30,31,0,250,1
"3771",1994,8,8,2,2,1,1,1,1,1,8,2,4,2,1,2,"Male  ",26,"Less than high school",40,30,1,400,4
"3772",1994,4,3,1,2,2,2,2,2,2,2,2,2,1,1,2,"Male  ",44,"More than high school",74,64,1,950,5
"3773",1994,2,3,2,2,1,8,1,1,1,1,2,4,2,4,2,"Male  ",37,"More than high school",67,60,1,600,4
"3774",1994,3,3,2,2,1,8,1,8,1,8,2,4,8,1,2,"Female",28,"Less than high school",16,21,1,320,4
"3775",1994,2,3,8,2,2,2,1,2,1,2,2,3,1,1,3,"Male  ",33,"High school          ",26,26,1,650,3
"3776",1994,8,8,8,3,1,1,1,1,1,1,1,4,1,1,2,"Female",47,"More than high school",45,40,1,1000,2
"3777",1994,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,"Female",33,"Less than high school",16,21,0,160,1
"3778",1994,3,3,2,2,1,1,1,1,1,1,1,4,2,1,2,"Male  ",40,"Less than high school",30,34,0,500,1
"3779",1994,3,3,2,2,1,2,1,8,8,2,2,8,1,1,2,"Male  ",43,"High school          ",45,39,1,980,4
"3780",1994,3,2,1,1,1,1,1,1,1,1,1,4,1,1,2,"Male  ",34,"Less than high school",43,32,1,700,4
"3781",1994,3,2,2,2,1,2,1,2,1,2,2,4,1,1,2,"Female",24,"Less than high school",38,36,1,1100,5
"3782",1994,3,2,2,2,1,2,1,2,1,2,2,4,1,1,2,"Male  ",58,"Less than high school",30,36,1,600,3
"3783",1994,2,3,2,2,2,2,1,8,2,2,8,8,1,1,3,"Male  ",40,"Less than high school",40,40,1,500,4
"3784",1994,3,2,2,2,1,2,1,1,1,2,2,3,1,4,2,"Female",69,"Less than high school",16,21,1,700,2
"3785",1994,3,3,2,2,1,1,1,1,1,1,1,4,1,1,2,"Female",24,"Less than high school",20,18,1,350,4
"3786",1994,2,2,2,2,1,1,1,1,1,1,1,4,1,1,2,"Female",71,"Less than high school",NA,NA,0,250,1
"3787",1994,2,4,2,2,1,1,1,1,1,1,1,4,3,4,2,"Female",54,"High school          ",53,53,0,700,2
"3788",1994,3,3,2,3,1,1,1,1,1,2,2,2,1,1,2,"Female",60,"Less than high school",24,22,0,150,1
"3789",1994,3,4,2,2,1,1,1,1,1,1,1,4,1,3,1,"Female",47,"High school          ",53,34,1,600,3
"3790",1994,3,3,1,2,1,1,1,1,1,1,1,4,2,1,1,"Male  ",45,"More than high school",51,52,1,NA,5
"3791",1994,8,8,8,8,8,2,2,2,2,2,2,1,2,1,2,"Female",45,"Less than high school",20,18,1,600,2
"3792",1994,1,8,8,2,1,2,1,2,1,2,2,4,1,4,3,"Female",19,"High school          ",NA,NA,0,1000,4
"3793",1994,2,2,2,1,1,1,1,1,1,1,1,4,8,1,2,"Male  ",42,"Less than high school",34,38,1,650,5
"3794",1994,2,3,8,2,1,1,1,1,1,1,1,8,2,2,2,"Female",48,"Less than high school",16,21,0,300,2
"3795",1994,8,3,2,2,8,2,8,1,1,1,1,4,4,1,2,"Male  ",41,"Less than high school",30,34,1,800,4
"3796",1994,3,4,3,1,1,2,1,2,1,2,2,4,1,1,3,"Female",38,"Less than high school",43,32,1,470,3
"3797",1994,2,3,3,3,1,1,1,1,1,1,1,4,3,1,3,"Male  ",62,"High school          ",54,46,1,1000,2
"3798",1994,1,2,3,3,1,1,1,1,1,1,1,4,1,1,3,"Female",50,"High school          ",38,50,0,410,2
"3799",1994,2,1,2,3,1,1,1,1,1,1,1,4,1,1,3,"Male  ",44,"Less than high school",43,32,1,NA,4
"3800",1994,3,3,1,3,1,1,1,1,1,8,8,4,2,1,1,"Female",47,"High school          ",56,46,0,290,2
"3801",1994,3,NA,2,2,1,NA,NA,NA,NA,NA,NA,3,1,2,2,"Male  ",46,"Less than high school",21,15,1,700,3
"3802",1994,2,3,3,8,1,1,1,1,1,1,1,4,1,4,3,"Female",28,"More than high school",77,78,1,850,3
"3803",1994,2,3,3,3,1,2,1,2,1,2,2,4,2,3,3,"Female",41,"High school          ",69,62,1,600,4
"3804",1994,2,2,1,2,8,8,1,8,1,2,2,8,1,1,3,"Female",59,"High school          ",53,34,1,420,2
"3805",1994,2,3,2,2,1,1,1,1,1,1,1,4,1,1,2,"Female",40,"Less than high school",28,33,0,300,3
"3806",1994,2,3,2,2,1,1,1,1,1,1,1,3,1,1,2,"Female",30,"Less than high school",32,30,1,350,4
"3807",1994,3,3,2,8,1,2,1,1,1,1,1,3,1,1,3,"Male  ",32,"Less than high school",30,34,1,1000,3
"3808",1994,2,3,2,3,2,2,2,2,2,2,2,1,1,1,3,"Female",73,"Less than high school",45,40,0,210,1
"3809",1994,3,8,1,1,1,1,1,1,1,1,1,1,1,1,3,"Male  ",62,"Less than high school",30,44,1,520,2
"3810",1994,8,3,2,2,1,1,1,1,1,1,1,4,8,1,2,"Female",35,"Less than high school",32,25,1,700,3
"3811",1994,3,3,2,2,1,1,1,1,1,1,1,4,1,1,2,"Male  ",30,"Less than high school",41,43,1,400,8
"3812",1994,2,3,2,2,1,1,1,1,1,1,1,1,1,1,3,"Female",71,"Less than high school",51,45,0,270,1
"3813",1994,3,3,1,2,1,1,1,1,1,2,2,4,1,1,3,"Female",32,"Less than high school",27,20,1,530,4
"3814",1994,2,3,3,3,1,2,1,2,1,2,2,4,3,2,2,"Female",38,"High school          ",43,32,0,400,6
"3815",1994,3,4,2,2,1,1,1,1,1,1,1,4,1,4,2,"Male  ",29,"More than high school",54,44,1,2500,6
"3816",1994,3,3,2,2,1,1,1,1,1,1,1,3,1,1,2,"Male  ",40,"High school          ",30,34,1,700,4
"3817",1994,3,3,2,2,2,2,2,2,1,2,2,2,1,1,8,"Female",67,"Less than high school",32,30,1,500,2
"3818",1994,3,3,2,2,1,1,1,2,2,2,2,3,2,1,1,"Male  ",77,"Less than high school",43,32,0,600,1
"3819",1994,3,3,1,1,1,2,1,2,1,2,2,4,1,1,1,"Female",34,"High school          ",38,44,1,850,5
"3820",1994,3,3,2,3,1,2,1,2,1,2,2,2,1,1,2,"Female",70,"Less than high school",33,21,0,280,1
"3821",1994,3,3,2,2,2,2,2,2,2,2,2,4,1,1,2,"Male  ",39,"High school          ",45,39,1,900,4
"3822",1994,2,2,2,2,1,2,1,1,1,2,2,4,3,4,2,"Male  ",20,"High school          ",NA,NA,0,2000,4
"3823",1994,3,3,1,1,2,2,2,2,2,2,2,4,1,1,1,"Female",66,"More than high school",51,52,1,1200,4
"3824",1994,2,3,3,3,1,1,1,1,1,1,1,4,3,1,8,"Female",56,"High school          ",37,24,0,170,1
"3825",1994,2,3,3,1,1,1,1,1,1,8,8,4,1,1,3,"Male  ",28,"Less than high school",40,40,1,250,4
"3826",1994,2,2,2,2,1,2,1,8,1,2,2,4,1,1,4,"Male  ",62,"Less than high school",30,32,0,310,1
"3827",1994,4,1,1,1,1,8,8,8,1,2,2,1,1,1,1,"Female",73,"Less than high school",20,18,0,425,1
"3828",1994,2,3,2,3,1,1,1,1,1,1,1,4,1,1,3,"Female",48,"Less than high school",24,22,1,800,4
"3829",1994,2,1,1,1,1,1,1,1,1,1,2,3,2,1,3,"Male  ",40,"High school          ",30,34,1,600,4
"3830",1994,4,1,1,1,1,1,1,1,1,1,1,4,1,1,2,"Female",52,"Less than high school",30,34,1,600,2
"3831",1994,4,3,1,1,1,8,1,1,1,1,2,4,1,1,1,"Female",43,"Less than high school",16,21,1,680,6
"3832",1994,1,1,3,2,1,1,1,1,1,2,1,4,1,1,2,"Female",41,"Less than high school",24,22,1,700,4
"3833",1994,3,2,3,2,1,1,1,1,1,1,1,4,3,4,2,"Male  ",36,"Less than high school",40,40,1,1500,6
"3834",1994,3,2,2,2,1,1,1,1,1,1,1,3,1,1,3,"Female",39,"Less than high school",16,21,1,700,5
"3835",1994,4,2,1,1,1,1,1,1,1,1,1,4,1,1,2,"Male  ",37,"Less than high school",30,34,1,550,5
"3836",1994,1,4,3,4,1,1,1,1,1,1,1,4,1,4,2,"Female",43,"More than high school",66,57,1,1400,4
"3837",1994,3,2,2,2,1,1,1,1,1,1,1,4,1,1,3,"Male  ",65,"Less than high school",30,32,0,270,1
"3838",1994,3,2,2,2,1,2,8,8,1,8,2,4,1,1,3,"Female",57,"Less than high school",39,36,1,600,3
"3839",1994,3,2,2,2,1,1,1,1,1,1,1,4,1,1,2,"Female",26,"Less than high school",53,46,1,500,3
"3840",1994,2,3,3,3,1,1,1,1,1,1,1,4,1,4,3,"Male  ",22,"High school          ",NA,NA,0,900,3
"3841",1994,3,2,2,2,1,1,1,1,1,2,2,4,1,1,2,"Female",40,"Less than high school",43,32,1,560,3
"3842",1994,8,2,3,2,1,1,1,1,1,1,2,4,4,8,3,"Female",45,"High school          ",38,50,1,500,4
"3843",1994,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,"Female",32,"Less than high school",23,25,0,300,3
"3844",1994,1,3,3,2,8,8,8,8,8,8,8,2,1,1,2,"Female",41,"Less than high school",20,18,1,500,2
"3845",1994,2,2,2,2,1,1,1,1,1,2,2,4,1,1,2,"Female",49,"Less than high school",43,32,1,600,5
"3846",1994,3,3,2,2,1,1,1,1,1,1,2,4,2,2,4,"Male  ",52,"Less than high school",27,35,1,400,2
"3847",1994,2,8,2,2,1,1,1,1,1,1,2,4,2,3,2,"Female",22,"More than high school",38,50,0,600,3
"3848",1994,8,3,2,2,1,1,1,1,1,1,1,8,1,1,2,"Female",46,"Less than high school",31,27,1,500,4
"3849",1994,3,2,2,2,1,1,1,1,1,1,8,4,1,8,2,"Female",32,"High school          ",51,45,1,500,5
"3850",1994,3,2,2,2,2,2,8,2,1,2,2,4,1,1,1,"Male  ",24,"Less than high school",23,38,1,1000,7
"3851",1994,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,"Male  ",59,"Less than high school",29,38,1,800,2
"3852",1994,2,2,3,2,1,2,1,2,1,2,2,4,1,1,2,"Male  ",44,"Less than high school",30,34,1,700,3
"3853",1994,3,2,2,2,8,8,1,1,1,2,2,4,1,8,2,"Female",36,"Less than high school",NA,NA,1,700,7
"3854",1994,3,8,2,2,1,1,1,1,1,1,1,3,1,1,2,"Male  ",66,"Less than high school",40,40,1,600,2
"3855",1994,2,2,2,2,1,2,1,1,1,1,2,4,1,1,2,"Male  ",25,"Less than high school",29,34,1,200,3
"3856",1994,3,3,2,2,1,1,1,1,1,1,1,4,3,1,3,"Female",42,"Less than high school",37,24,1,600,4
"3857",1994,3,8,2,2,1,1,1,1,1,2,2,4,1,4,2,"Male  ",34,"Less than high school",30,32,1,280,5
"3858",1994,3,2,2,2,1,2,2,2,2,2,2,4,1,1,3,"Male  ",50,"Less than high school",26,34,1,450,3
"3859",1994,3,2,3,2,1,1,1,1,1,2,2,4,1,1,2,"Female",33,"Less than high school",16,21,1,400,4
"3860",1994,3,4,2,3,1,1,1,1,1,1,1,4,1,2,2,"Female",19,"Less than high school",NA,NA,0,700,5
"3861",1994,2,3,3,2,1,2,8,8,1,8,8,3,1,1,3,"Male  ",53,"High school          ",NA,NA,1,900,6
"3862",1994,2,3,2,3,1,2,1,8,1,2,2,1,1,1,3,"Male  ",39,"Less than high school",23,38,1,750,5
"3863",1994,2,3,2,3,1,1,1,8,1,1,1,4,1,1,2,"Male  ",67,"Less than high school",40,40,1,520,3
"3864",1994,8,8,8,1,8,8,8,8,8,8,8,4,8,1,8,"Male  ",41,"Less than high school",29,31,0,130,1
"3865",1994,3,3,1,1,1,1,1,8,1,8,8,8,8,1,2,"Female",60,"Less than high school",32,29,1,415,3
"3866",1994,3,3,2,2,1,8,1,1,1,2,8,2,1,1,1,"Male  ",19,"High school          ",NA,NA,0,540,6
"3867",1994,4,2,2,1,1,2,1,1,8,8,1,8,1,1,1,"Female",30,"Less than high school",29,31,1,400,3
"3868",1994,3,2,2,3,1,8,1,8,1,8,8,8,8,3,4,"Female",53,"Less than high school",23,38,1,645,6
"3869",1994,3,2,2,1,1,8,1,8,1,8,8,8,1,1,2,"Male  ",66,"Less than high school",30,34,1,580,2
"3870",1994,3,3,2,3,1,2,1,2,8,2,2,4,1,1,2,"Male  ",37,"Less than high school",30,36,1,1200,8
"3871",1994,2,3,2,2,1,2,1,1,1,1,2,3,2,4,2,"Male  ",39,"Less than high school",38,36,1,1000,6
"3872",1994,3,2,2,2,1,1,1,1,1,1,8,2,1,1,1,"Female",34,"Less than high school",32,29,1,600,9
"3873",1994,3,2,2,1,8,2,8,2,2,2,2,1,1,1,3,"Male  ",59,"Less than high school",34,43,1,400,3
"3874",1994,3,2,2,2,1,1,1,1,1,1,1,4,1,1,2,"Female",24,"Less than high school",31,33,1,400,3
"3875",1994,3,2,2,1,1,2,1,2,1,2,2,1,1,1,3,"Male  ",63,"Less than high school",30,34,1,500,2
"3876",1994,3,3,2,2,1,2,1,2,2,2,2,4,1,2,2,"Male  ",23,"Less than high school",34,21,0,1200,2
"3877",1994,4,1,2,2,1,2,1,1,1,2,2,4,3,1,2,"Male  ",55,"More than high school",67,60,1,1000,3
"3878",1994,3,3,3,1,1,1,1,1,1,1,1,3,1,1,2,"Male  ",64,"Less than high school",30,34,1,1400,6
"3879",1994,2,3,2,3,8,8,8,8,8,8,8,4,8,4,2,"Female",29,"High school          ",51,52,1,NA,4
"3880",1994,4,3,1,2,1,1,1,1,1,1,1,4,1,1,2,"Female",54,"Less than high school",40,40,1,400,2
"3881",1994,3,4,1,1,1,1,1,1,1,1,1,4,1,2,1,"Male  ",59,"Less than high school",30,34,1,1000,3
"3882",1994,3,2,3,2,1,1,1,1,1,1,2,4,1,1,3,"Male  ",62,"High school          ",39,33,1,700,3
"3883",1994,3,3,1,1,1,1,1,1,1,1,2,4,1,1,3,"Male  ",71,"High school          ",40,40,1,1050,6
"3884",1994,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,"Female",52,"High school          ",16,21,1,740,5
"3885",1994,1,3,3,1,1,1,1,1,1,1,1,4,2,1,1,"Male  ",55,"Less than high school",30,36,1,1670,6
"3886",1994,3,3,2,2,1,1,1,1,1,1,1,4,1,1,2,"Male  ",46,"High school          ",30,32,0,640,2
"3887",1994,3,3,1,2,1,2,1,8,1,8,2,4,2,2,2,"Female",19,"Less than high school",43,32,0,300,3
"3888",1994,2,2,3,3,1,1,1,1,1,1,1,4,1,1,2,"Female",27,"Less than high school",NA,NA,1,1000,6
"3889",1994,2,2,3,1,1,1,1,1,1,1,1,4,1,1,2,"Female",46,"More than high school",51,44,1,600,4
"3890",1994,4,2,1,1,1,1,1,1,1,2,2,4,1,1,4,"Female",61,"Less than high school",34,38,0,200,2
"3891",1994,4,4,1,2,8,2,8,8,8,8,8,4,1,1,4,"Male  ",40,"Less than high school",33,42,1,300,4
"3892",1994,3,3,2,2,1,1,1,1,1,1,2,3,1,1,2,"Female",42,"High school          ",53,53,1,440,3
"3893",1994,2,4,2,2,1,1,1,1,1,2,2,4,1,1,4,"Male  ",65,"More than high school",56,55,1,600,2
"3894",1994,2,3,2,2,1,2,1,1,1,2,2,4,1,1,1,"Female",64,"Less than high school",24,22,1,300,2
"3895",1994,1,3,2,2,1,2,1,2,NA,1,2,2,1,1,2,"Female",67,"More than high school",NA,NA,0,240,1
"3896",1994,3,3,2,2,1,2,1,2,1,2,2,4,1,2,4,"Male  ",59,"More than high school",90,76,1,950,2
"3897",1994,4,2,1,1,1,1,1,2,1,2,1,4,2,2,2,"Male  ",47,"More than high school",56,46,1,1400,4
"3898",1994,4,2,2,1,1,1,1,1,1,1,2,3,1,1,3,"Female",63,"Less than high school",32,25,1,350,2
"3899",1994,3,2,2,2,1,2,1,1,1,1,2,4,4,2,3,"Female",67,"More than high school",38,50,0,380,2
"3900",1994,3,2,1,1,1,1,1,1,1,2,2,4,1,1,3,"Male  ",74,"Less than high school",34,32,1,400,2
"3901",1994,3,2,2,2,1,2,1,1,1,1,1,4,1,1,3,"Male  ",23,"High school          ",40,27,1,450,3
"3902",1994,3,2,2,2,8,2,1,8,8,2,2,4,1,1,2,"Female",27,"Less than high school",39,33,0,400,5
"3903",1994,1,2,1,1,2,2,2,2,2,2,2,1,1,1,3,"Female",70,"Less than high school",16,21,1,400,2
"3904",1994,2,3,1,2,1,1,1,1,1,1,1,3,2,3,3,"Male  ",56,"Less than high school",33,21,1,600,3
"3905",1994,3,2,1,2,1,1,1,2,1,2,2,4,1,1,3,"Female",57,"Less than high school",26,34,0,190,1
"3906",1994,2,3,2,2,1,2,1,2,8,2,2,4,1,8,3,"Female",53,"Less than high school",NA,NA,0,400,3
"3907",1994,1,3,2,3,1,1,1,1,1,1,1,4,1,1,3,"Male  ",27,"High school          ",34,33,0,300,3
"3908",1994,3,3,3,2,8,2,1,1,1,2,2,1,1,1,3,"Female",79,"Less than high school",16,21,0,200,1
"3909",1994,3,3,2,2,8,2,8,2,8,2,2,3,1,1,2,"Male  ",40,"More than high school",66,57,1,400,4
"3910",1994,1,3,3,2,1,1,1,1,1,1,1,2,1,1,3,"Male  ",36,"Less than high school",30,31,1,200,5
"3911",1994,4,1,1,1,2,2,2,2,2,2,2,3,1,1,3,"Male  ",36,"High school          ",43,32,1,NA,5
"3912",1994,2,8,2,2,1,2,1,8,1,2,2,4,1,2,2,"Female",27,"High school          ",38,44,1,400,8
"3913",1994,3,4,2,3,1,1,1,8,1,2,8,3,2,4,3,"Female",20,"High school          ",NA,NA,0,700,5
"3914",1994,2,3,2,2,1,1,1,1,1,1,1,4,3,4,2,"Female",56,"Less than high school",32,25,1,700,6
"3915",1994,1,8,1,2,1,1,1,1,1,1,1,4,1,1,1,"Male  ",39,"Less than high school",33,42,0,800,5
"3916",1994,2,3,3,2,1,1,1,1,1,1,1,4,3,8,3,"Female",37,"Less than high school",16,21,1,190,5
"3917",1994,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1,"Male  ",49,"Less than high school",30,39,0,480,2
"3918",1994,2,2,1,1,1,1,1,1,1,1,8,3,1,1,1,"Female",56,"Less than high school",43,32,0,186,2
